"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 3 Name","Interval Channel 3 Value"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:56:48","2018-06-20","14:56:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Rose",1,"","","","","Inactive","Resting/sleeping horizontal"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:56:48","2018-06-20","14:56:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Azure",1,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:57:48","2018-06-20","14:57:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Rose",2,"","","","","Inactive","Resting/sleeping horizontal"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:57:48","2018-06-20","14:57:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Azure",2,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:58:48","2018-06-20","14:58:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Rose",3,"","","","","Inactive","Resting/sleeping horizontal"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:58:48","2018-06-20","14:58:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Azure",3,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:59:48","2018-06-20","14:59:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Rose",4,"","","","","Inactive","Resting/sleeping horizontal"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 14:59:48","2018-06-20","14:59:48",2018,6,14,"Rose,Azure",15,NA,"600x600","","Interval","Azure",4,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:00:48","2018-06-20","15:00:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Rose",5,"","","","","Inactive","Resting/sleeping horizontal"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:00:48","2018-06-20","15:00:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",5,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:01:48","2018-06-20","15:01:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Rose",6,"","","","","Inactive","Resting/sleeping horizontal"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:01:48","2018-06-20","15:01:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",6,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","","","",NA,NA,NA,"Rose,Azure",15,NA,"600x600","","Interval","Rose",7,"","","","","",""
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","","","",NA,NA,NA,"Rose,Azure",15,NA,"600x600","","Interval","Azure",7,"","","","","",""
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:03:48","2018-06-20","15:03:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Rose",8,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:04:48","2018-06-20","15:04:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Rose",9,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:04:48","2018-06-20","15:04:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",9,"","","","","Inactive","Resting/sleeping horizontal"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:05:48","2018-06-20","15:05:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Rose",10,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:05:48","2018-06-20","15:05:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",10,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:06:48","2018-06-20","15:06:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",11,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:07:48","2018-06-20","15:07:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",12,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:08:48","2018-06-20","15:08:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",13,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:09:48","2018-06-20","15:09:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Rose",14,"","","","","Inactive","Resting/sleeping vertical"
182,"Animal","Ollie","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-06-20 14:55:47","2018-06-20 15:10:47","2018-06-20 15:09:48","2018-06-20","15:09:48",2018,6,15,"Rose,Azure",15,NA,"600x600","","Interval","Azure",14,"","","","","Inactive","Resting/sleeping vertical"
